Customer Name,Sub-Category,Profit
Sandra Glassco,Supplies,8.019
Sandra Glassco,Phones,145.782
Sandra Glassco,Storage,12.6468
Sandra Glassco,Bookcases,20.0392
Scot Wooten,Paper,73.5448
Rob Williams,Paper,2.376
Rob Williams,Binders,302.373
Erica Hernandez,Bookcases,41.1332
Erica Hernandez,Labels,13.3056
Erica Hernandez,Envelopes,35.3295
Erica Hernandez,Phones,9.4437
Brian Stugart,Accessories,1.0797
Julie Kriz,Furnishings,6.4944
Julie Kriz,Paper,7.2576
Randy Ferguson,Appliances,9.3184
Randy Ferguson,Art,11.9412
Randy Ferguson,Furnishings,60.1398
Dan Lawera,Paper,9.039
William Brown,Phones,15.82
Christy Brittain,Paper,73.41
Grant Thornton,Binders,50.4711
Grant Thornton,Supplies,4.4564
Dean Katz,Paper,9.906
Dean Katz,Fasteners,5.4236
William Brown,Furnishings,4.331
Denny Ordway,Phones,22.087
Richard Bierner,Accessories,43.5981
Andy Reiter,Paper,7.0218
Dan Reichenbach,Binders,5.133
Larry Blacks,Fasteners,10.74
Dianna Vittorini,Storage,9.7164
Neil Knudson,Art,2.0088
Logan Haushalter,Furnishings,29.769
Dianna Wilson,Art,10.0282
Karen Ferguson,Paper,150.984
Helen Andreada,Accessories,23.997
Helen Andreada,Paper,3.0044
Helen Andreada,Art,1.1904
John Huston,Art,1.752
Ivan Liston,Binders,6.9132
Corey Catlett,Storage,6.1792
Patrick Bzostek,Paper,21.0128
Patrick Bzostek,Paper,28.8576
Patrick Bzostek,Binders,13.0375
Patrick Bzostek,Paper,32.936
Caroline Jumper,Binders,30.8966
Caroline Jumper,Labels,22.2
Caroline Jumper,Chairs,59.0352
Caroline Jumper,Machines,1159.9855
Caroline Jumper,Accessories,21.9945
Caroline Jumper,Furnishings,28.0192
Heather Kirkland,Binders,18.5274
Rob Haberlin,Accessories,7.25
Ivan Liston,Envelopes,35.04
Ivan Liston,Furnishings,25.473
Ivan Liston,Phones,378.1674
Alan Shonely,Appliances,17.0268
Arthur Prichep,Binders,51.8238
Arthur Prichep,Appliances,22.869
Arthur Prichep,Paper,55.764
Arthur Prichep,Appliances,12.285
Arthur Prichep,Accessories,8.5025
Allen Goldenen,Art,0.4116
Bart Folk,Art,3.9609
Chloris Kastensmidt,Paper,5.4432
Chloris Kastensmidt,Paper,1.7004
Liz Thompson,Furnishings,9.102
Liz Thompson,Phones,229.3018
Beth Thompson,Binders,2.1336
Beth Thompson,Furnishings,74.8098
Steven Cartwright,Furnishings,1.7591
Catherine Glotzbach,Art,8.445
Arthur Wiediger,Phones,3.8272
Roger Barcio,Art,7.5992
Maris LaWare,Phones,233.2204
Maris LaWare,Binders,21.024
Victoria Brennan,Appliances,29.7408
Scott Williamson,Furnishings,11.2422
Neola Schneider,Binders,0.504
Neola Schneider,Binders,20.8494
Neola Schneider,Appliances,60.49
Neola Schneider,Chairs,9.5032
Dorothy Badders,Art,0.9856
Matt Hagelstein,Binders,3.6192
Matt Hagelstein,Storage,4.1944
Matt Hagelstein,Phones,100.24
Dennis Kane,Art,4.672
Erin Ashbrook,Paper,17.8152
Laura Armstrong,Fasteners,0.4706
Laura Armstrong,Phones,15.599
Alex Avila,Binders,252.588
Alex Avila,Appliances,14.8344
Denny Blanton,Furnishings,31.587
John Huston,Storage,14.3075
Doug Jacobs,Phones,35.9964
Quincy Jones,Accessories,67.6599
Carol Triggs,Storage,11.4516
Carol Triggs,Art,8.2688
Rick Huthwaite,Supplies,12.432
Toby Gnade,Binders,381.297
Toby Gnade,Binders,13.3476
Barry Franz,Storage,15.2712
Barry Franz,Art,1.4456
Barry Franz,Fasteners,3.5178
Barry Franz,Appliances,2.2412
Barry Franz,Phones,49.4982
Justin MacKendrick,Paper,6.4128
Justin MacKendrick,Binders,13.0375
Justin MacKendrick,Binders,4.176
Justin MacKendrick,Appliances,157.0176
Justin MacKendrick,Paper,9.3312
Julie Kriz,Paper,68.976
Henry Goldwyn,Appliances,14.2758
Henry Goldwyn,Appliances,15.246
Laura Armstrong,Phones,131.355
Laura Armstrong,Furnishings,33.9388
Troy Staebel,Chairs,90.972
Troy Staebel,Paper,8.7138
Maria Zettner,Fasteners,2.4
Maria Zettner,Accessories,66.9546
Mitch Webber,Accessories,24.936
Mark Van Huff,Bookcases,79.1934
Allen Armold,Accessories,114.9954
Allen Armold,Paper,2.376
Allen Armold,Binders,3.8822
Sean Miller,Paper,2.6892
Tom Prescott,Paper,6.3504
Dean Katz,Paper,3.1104
Dean Katz,Binders,2.3571
Michael Kennedy,Art,4.1965
Chad Sievert,Storage,47.9376
John Lucas,Furnishings,95.7572
John Lucas,Copiers,377.9946
Allen Rosenblatt,Chairs,13.7646
Liz MacKendrick,Accessories,53.7504
Jim Karlsson,Bookcases,37.9962
Filia McAdams,Paper,22.1536
Sarah Foster,Phones,6.6976
Sarah Foster,Appliances,16.3863
Patrick Jones,Paper,5.2026
Christine Sundaresam,Appliances,12.264
Barry Blumstein,Appliances,1.311
Ben Wallace,Art,4.756
Theresa Swint,Phones,77.7519
Theresa Swint,Furnishings,297.69
Theresa Swint,Paper,6.2208
Quincy Jones,Phones,1.3365
Filia McAdams,Furnishings,38.2095
Valerie Dominguez,Paper,6.2192
Valerie Dominguez,Furnishings,106.477
Valerie Dominguez,Phones,1.2885
Valerie Dominguez,Accessories,601.9699
Valerie Dominguez,Phones,125.99
Jeremy Lonsdale,Binders,6.36
Jeremy Lonsdale,Binders,5.6448
Dionis Lloyd,Accessories,31.6
Meg O'Connel,Chairs,188.2192
Meg O'Connel,Paper,49.9704
Michael Stewart,Paper,9.8658
Susan Vittorini,Accessories,171.93
Becky Castell,Chairs,35.099
Becky Castell,Storage,7.7004
Becky Castell,Art,6.603
Becky Castell,Art,1.984
Elizabeth Moffitt,Labels,6.8714
Elizabeth Moffitt,Appliances,112.4064
Elizabeth Moffitt,Binders,20.21
Elizabeth Moffitt,Chairs,27.441
Elizabeth Moffitt,Binders,30.415
Elizabeth Moffitt,Accessories,132.5898
Bradley Drucker,Appliances,56.3528
Helen Wasserman,Accessories,63.8232
Karen Carlisle,Binders,44.5278
Karen Carlisle,Binders,27.8944
Karen Carlisle,Binders,38.15
Karen Carlisle,Binders,167.808
Brendan Murry,Binders,29.952
Brendan Murry,Bookcases,1.1596
Brendan Murry,Paper,6.2208
Kristina Nunn,Envelopes,5.2026
Laura Armstrong,Storage,2.9372
Laura Armstrong,Paper,20.85
Robert Waldorf,Paper,133.152
Robert Waldorf,Paper,2.8322
Kelly Williams,Appliances,11.2476
Chris Cortes,Envelopes,5.1042
Chris Cortes,Appliances,123.7691
Rick Hansen,Paper,12.4416
Rick Hansen,Paper,22.5008
Jim Karlsson,Art,1.742
Debra Catini,Art,10.465
Gary Mitchum,Furnishings,23.384
Gary Mitchum,Accessories,27.3528
Paul Van Hugh,Appliances,137.2896
Liz Thompson,Paper,24.528
Alice McCarthy,Binders,3.1584
Alice McCarthy,Binders,22.5732
Alice McCarthy,Paper,5.3214
Alice McCarthy,Appliances,22.2516
Alice McCarthy,Art,5.04
Scott Cohen,Bookcases,200.9546
Scott Cohen,Binders,46.3185
Scott Cohen,Accessories,15.6993
Scott Cohen,Machines,80.9919
Christine Phan,Paper,16.3842
Christine Phan,Paper,75.9696
Adam Bellavance,Furnishings,40.9216
Adam Bellavance,Appliances,44.8896
Adam Bellavance,Binders,20.7
Michael Nguyen,Paper,11.3288
Kelly Lampkin,Art,0.307
Michael Paige,Accessories,93.24
Barry FranzÃÂÃÂ¶sisch,Fasteners,0.8225
Barry FranzÃÂÃÂ¶sisch,Paper,7.6986
Theone Pippenger,Fasteners,0.1134
Maxwell Schwartz,Supplies,1.148
Katherine Murray,Paper,15.065
Brad Eason,Fasteners,1.7138
Brad Eason,Paper,15.49
Brad Eason,Furnishings,11.6263
Christina VanderZanden,Appliances,45.7704
Christina VanderZanden,Art,4.4856
Christina VanderZanden,Binders,62.748
Christina VanderZanden,Phones,15.8376
Christina VanderZanden,Copiers,59.998
Dennis Kane,Fasteners,3.6156
Dennis Kane,Binders,8.8624
Speros Goranitis,Paper,3.1104
Speros Goranitis,Paper,20.5114
Speros Goranitis,Accessories,97.1946
Speros Goranitis,Furnishings,42.1504
Christine Sundaresam,Art,10.3168
Patrick Jones,Accessories,2.256
Patrick Jones,Accessories,23.96
Patrick Jones,Paper,16.65
Nora Preis,Labels,2.8224
Nora Preis,Art,4.3368
Sean Braxton,Storage,12.5762
Sean Braxton,Storage,14.677
Adam Shillingsburg,Storage,23.55
Adam Shillingsburg,Envelopes,13.348
Mike Gockenbach,Accessories,200.8638
Mike Gockenbach,Phones,26.973
Tamara Manning,Art,7.986
Tamara Manning,Phones,130.4913
Bill Eplett,Furnishings,76.2624
Ann Steele,Fasteners,1.917
Eleni McCrary,Binders,2.632
Joseph Airdo,Paper,5.8604
Troy Blackwell,Chairs,60.356
Paul Prost,Bookcases,60.392
Michelle Lonsdale,Accessories,95.2
Michelle Lonsdale,Binders,29.952
Linda Cazamias,Machines,179.73
Matt Collister,Storage,3.178
Matt Collister,Accessories,43.9956
Clay Rozendal,Paper,3.2616
Susan Vittorini,Accessories,41.7186
Susan Vittorini,Fasteners,12.7764
Ross Baird,Labels,27.4856
Harry Marie,Furnishings,3.034
Annie Zypern,Chairs,65.2064
Jonathan Howell,Phones,4.0776
Patrick Jones,Envelopes,16.98
Patrick Jones,Appliances,322.1829
Christina Anderson,Furnishings,114.6285
Pierre Wener,Paper,12.5328
Shaun Weien,Furnishings,2.1736
Art Ferguson,Phones,86.25
Art Ferguson,Appliances,172.3384
Art Ferguson,Accessories,30.432
Art Ferguson,Envelopes,12.9024
Art Ferguson,Phones,74.8142
Anne McFarland,Envelopes,8.2156
Christopher Martinez,Storage,5.3898
Christopher Schild,Binders,9.828
Denny Blanton,Labels,9.0
Denny Blanton,Phones,31.122
Denny Blanton,Binders,3.0861
Denny Blanton,Accessories,18.2592
Denny Blanton,Accessories,13.604
Denny Blanton,Storage,27.9344
Denny Blanton,Labels,3.4357
Denny Blanton,Art,22.458
Denny Blanton,Storage,12.0978
James Galang,Appliances,25.4384
Shahid Collister,Paper,13.4865
Shahid Collister,Binders,34.4232
Chuck Sachs,Binders,29.372
Chuck Sachs,Binders,5.1184
Chuck Sachs,Phones,36.9873
Chuck Sachs,Labels,1.512
Mike Kennedy,Paper,4.0995
Mike Kennedy,Storage,165.7176
Mike Kennedy,Paper,15.552
Mike Kennedy,Storage,4.5657
Carlos Meador,Furnishings,4.2816
Carlos Meador,Appliances,6.4864
Phillip Flathmann,Accessories,29.0325
Phillip Flathmann,Labels,41.2237
Phillip Flathmann,Appliances,429.5772
Dan Campbell,Art,1.4742
Frank Olsen,Supplies,0.8388
Kristina Nunn,Phones,11.4296
Kristina Nunn,Binders,32.396
Kristina Nunn,Art,1.4456
Claudia Bergmann,Storage,22.2352
Claudia Bergmann,Art,2.6568
Claudia Bergmann,Paper,9.6192
Tim Brockman,Phones,303.3408
Tim Brockman,Paper,10.764
Katherine Ducich,Paper,41.5104
John Murray,Phones,1228.1787
Kean Thornton,Phones,53.997
Sonia Cooley,Chairs,32.392
Bryan Spruell,Storage,18.6093
Bryan Spruell,Envelopes,58.4962
Bill Tyler,Binders,3.3544
Dan Campbell,Envelopes,12.6927
Luke Schmidt,Paper,4.4312
Ralph Ritter,Labels,3.4686
Ken Lonsdale,Storage,15.0416
Ken Lonsdale,Supplies,327.506
Ken Lonsdale,Furnishings,34.2848
Maribeth Yedwab,Phones,14.7582
Maribeth Yedwab,Accessories,52.7934
Arthur Wiediger,Storage,55.896
Kelly Williams,Accessories,41.535
Brenda Bowman,Accessories,1.1996
Nora Preis,Storage,19.824
Peter BÃÂÃÂ¼hler,Envelopes,204.0714
Dorothy Wardle,Furnishings,12.993
Cynthia Delaney,Labels,9.8784
Cynthia Delaney,Labels,14.4354
Cynthia Delaney,Appliances,251.8911
Cynthia Delaney,Paper,6.2208
Cynthia Delaney,Phones,1.375
Cynthia Delaney,Binders,55.936
Thomas Thornton,Art,5.256
Thomas Thornton,Accessories,4.4604
Thomas Thornton,Paper,2.8884
Daniel Byrd,Paper,3.6288
Don Jones,Paper,52.532
Don Jones,Binders,8.2616
Don Jones,Fasteners,4.5612
Don Jones,Accessories,122.3856
Lori Olson,Accessories,18.0648
Eleni McCrary,Chairs,78.7671
Ken Dana,Furnishings,22.3776
Nicole Brennan,Appliances,14.3952
Anne Pryor,Bookcases,13.9152
Anne Pryor,Labels,6.9372
Joel Eaton,Storage,2.0592
John Murray,Art,0.2592
John Murray,Phones,211.4955
John Murray,Paper,105.6456
John Murray,Labels,1.764
Adrian Barton,Furnishings,213.6888
Adrian Barton,Binders,10.7604
Parhena Norris,Paper,12.4416
John Castell,Phones,70.5544
Philip Fox,Accessories,12.0
Ben Peterman,Appliances,0.5244
Tamara Manning,Bookcases,140.686
Tamara Manning,Labels,7.56
Tamara Manning,Storage,61.389
Maria Bertelson,Labels,3.3408
Maria Bertelson,Paper,3.6288
Harold Ryan,Accessories,2.7036
Harold Ryan,Storage,9.1314
Brian Derr,Accessories,27.69
Sarah Foster,Binders,7.85
Stefania Perrino,Storage,133.8624
Dan Reichenbach,Art,3.6432
Valerie Mitchum,Art,0.91
Chris McAfee,Accessories,52.4979
Sean Miller,Furnishings,31.587
Ruben Ausman,Envelopes,7.9527
Ruben Ausman,Binders,156.751
Ruben Ausman,Envelopes,5.3392
Ruben Ausman,Appliances,290.3016
Shirley Daniels,Furnishings,30.7818
Shirley Daniels,Paper,9.3312
Shirley Daniels,Paper,8.34
Shirley Daniels,Furnishings,4.4712
Shirley Daniels,Phones,52.6344
Chris Selesnick,Envelopes,2.1476
Ralph Arnett,Storage,67.1139
Ralph Arnett,Furnishings,9.7812
Barry Franz,Storage,1.0166
Barry Franz,Phones,21.5397
Roland Schwarz,Phones,39.55
Roland Schwarz,Binders,157.3632
Brian Moss,Envelopes,81.432
Brian Moss,Binders,411.7365
Brian Moss,Phones,158.7519
Brian Moss,Storage,95.4612
Brian Moss,Paper,7.3206
Sally Knutson,Appliances,35.3626
Sally Knutson,Supplies,36.813
Edward Nazzal,Paper,7.0218
Edward Nazzal,Machines,364.4595
Edward Nazzal,Bookcases,5.1294
Edward Nazzal,Furnishings,20.7808
Michael Granlund,Art,4.9271
Matt Collister,Labels,0.882
Matt Collister,Labels,1.9926
Matt Collister,Paper,5.1012
Bill Overfelt,Chairs,2.598
Aleksandra Gannaway,Chairs,23.028
Aleksandra Gannaway,Binders,5.715
Maribeth Schnelling,Labels,2.7166
Maribeth Schnelling,Binders,38.025
Jim Mitchum,Art,1.0842
Jim Mitchum,Phones,6.704
Jim Mitchum,Storage,10.4496
Jim Mitchum,Labels,8.6715
Matthew Clasen,Paper,12.4416
Tom Ashbrook,Copiers,3919.9888
Tom Ashbrook,Phones,647.892
Tom Ashbrook,Envelopes,28.755
Tom Ashbrook,Phones,0.5299
Sean Braxton,Accessories,9.1296
Aimee Bixby,Paper,7.0218
Jason Fortune-,Furnishings,17.1828
Jason Fortune-,Chairs,4.2624
Jason Fortune-,Chairs,24.858
Barbara Fisher,Furnishings,0.7392
Tim Taslimi,Storage,61.389
Sarah Bern,Paper,9.3296
Sarah Bern,Binders,4.2666
Sarah Bern,Art,16.6764
Sarah Bern,Chairs,143.04
Liz MacKendrick,Accessories,2.999
Kelly Andreada,Paper,67.4424
Ben Ferrer,Phones,4.1391
Ben Ferrer,Furnishings,6.2856
Tom Boeckenhauer,Furnishings,23.6529
Tom Boeckenhauer,Binders,20.1207
Tom Boeckenhauer,Paper,6.2208
Tom Boeckenhauer,Furnishings,213.6888
Tom Boeckenhauer,Phones,28.3095
Sally Hughsby,Bookcases,19.998
Alan Schoenberger,Binders,3.5022
Alan Schoenberger,Binders,4.2717
Alan Schoenberger,Paper,80.7912
Alan Schoenberger,Bookcases,77.5764
Alan Schoenberger,Binders,8.9544
Alan Schoenberger,Storage,65.435
Alan Schoenberger,Labels,7.056
Pete Kriz,Envelopes,5.1042
Harold Ryan,Chairs,99.432
Deirdre Greer,Phones,494.9725
Deirdre Greer,Envelopes,35.982
Craig Leslie,Binders,4.2048
Herbert Flentye,Labels,1.2948
Hunter Glantz,Accessories,20.8719
Hunter Glantz,Paper,9.5688
Nancy Lomonaco,Chairs,4.5882
Nancy Lomonaco,Appliances,29.6688
Rick Reed,Paper,79.8912
Rick Reed,Chairs,212.1876
Rick Reed,Paper,12.838
Rick Reed,Storage,238.653
Toby Carlisle,Paper,79.8912
Doug Bickford,Art,0.7665
Doug Bickford,Appliances,4.3584
Mick Hernandez,Binders,7.056
Mick Hernandez,Accessories,111.591
Mick Hernandez,Binders,42.0744
Mick Hernandez,Machines,152.0883
Mick Hernandez,Phones,49.497
Carol Triggs,Binders,101.5794
Karl Braun,Envelopes,29.985
Yoseph Carroll,Paper,7.065
Russell Applegate,Art,1.64
Chad Sievert,Paper,5.6115
Chad Sievert,Phones,8.1432
Anthony Johnson,Furnishings,37.366
Dan Lawera,Furnishings,4.0383
Bobby Elias,Paper,10.6232
Sean Miller,Paper,7.4816
Sean Miller,Art,1.002
Sean Miller,Furnishings,8.0766
Sean Miller,Fasteners,5.9175
Sean Miller,Furnishings,15.294
Resi PÃÂÃÂ¶lking,Paper,56.9772
Joy Daniels,Accessories,17.238
Alejandro Ballentine,Supplies,4.3368
Alejandro Ballentine,Paper,9.3312
Alejandro Ballentine,Paper,92.2368
Charles Crestani,Furnishings,81.8496
Charles Crestani,Machines,215.9973
Cathy Prescott,Furnishings,9.1776
Gary McGarr,Art,22.2444
Lena Creighton,Phones,37.797
Beth Thompson,Art,5.56
Cathy Prescott,Phones,62.3904
Steve Carroll,Accessories,15.1158
Dennis Kane,Phones,109.6113
Sanjit Engle,Storage,33.5772
Odella Nelson,Fasteners,2.7222
Odella Nelson,Appliances,5.096
Tom Boeckenhauer,Storage,12.18
David Flashing,Labels,6.7915
David Flashing,Binders,31.0856
Sally Knutson,Phones,94.4937
Fred Harton,Art,1.7901
Fred Harton,Accessories,343.9828
Fred Harton,Furnishings,21.506
Eric Hoffmann,Phones,19.9746
Eric Hoffmann,Art,2.1762
Joe Elijah,Paper,23.0864
Ken Lonsdale,Phones,94.4925
Ken Lonsdale,Paper,19.8716
Ken Lonsdale,Bookcases,56.9943
Ken Lonsdale,Phones,43.1904
Edward Becker,Supplies,9.5448
Edward Becker,Accessories,1.5588
Bruce Degenhardt,Envelopes,17.52
MaryBeth Skach,Furnishings,13.4292
Stewart Carmichael,Furnishings,100.4796
Stewart Carmichael,Phones,47.241
Fred McMath,Accessories,21.9978
Carlos Soltero,Chairs,73.194
Tamara Manning,Storage,110.0528
Herbert Flentye,Chairs,22.5296
George Ashbrook,Art,2.224
George Ashbrook,Accessories,129.348
George Ashbrook,Phones,68.5965
George Ashbrook,Appliances,419.8185
George Ashbrook,Paper,5.8604
Erica Smith,Accessories,71.991
Julie Prescott,Furnishings,31.5372
Julie Prescott,Storage,125.1432
Dean percer,Paper,23.232
Neil Knudson,Accessories,0.4356
Neil Knudson,Binders,36.917
Paul Lucas,Storage,0.6696
Robert Waldorf,Appliances,3.8682
Robert Waldorf,Appliances,312.676
Michael Oakman,Accessories,1.7991
Jennifer Jackson,Storage,14.17
Brian Thompson,Furnishings,5.7312
Rob Dowd,Binders,24.2256
Max Ludwig,Paper,3.6288
Joel Eaton,Storage,1.5444
Elpida Rittenbach,Appliances,4.5738
Saphhira Shifley,Furnishings,6.216
Saphhira Shifley,Accessories,0.7425
Toby Carlisle,Labels,29.6
Hunter Glantz,Art,9.68
Lisa DeCherney,Phones,74.8142
Cynthia Delaney,Fasteners,2.528
Michael Dominguez,Art,1.4406
Brian Moss,Appliances,7.5284
Brian Moss,Appliances,10.881
Brian Moss,Paper,3.1104
Kean Nguyen,Phones,94.0702
Kean Nguyen,Phones,38.3572
Kean Nguyen,Binders,6.5569
Ivan Gibson,Art,4.1416
Ivan Gibson,Paper,18.7812
Ivan Gibson,Binders,70.008
Jill Stevenson,Phones,78.396
Guy Armstrong,Art,1.773
Denise Leinenbach,Furnishings,17.3754
Cindy Stewart,Paper,5.778
Cindy Stewart,Paper,11.556
Michelle Huthwaite,Fasteners,0.471
Michelle Huthwaite,Paper,6.2208
Michelle Huthwaite,Bookcases,56.392
Michelle Huthwaite,Chairs,28.0784
Mike Pelletier,Paper,84.5154
Mike Pelletier,Furnishings,76.0878
Mike Pelletier,Accessories,229.9908
Daniel Raglin,Binders,51.57
Daniel Raglin,Chairs,15.185
Daniel Raglin,Furnishings,27.3592
Daniel Raglin,Storage,315.7404
Darrin Martin,Binders,2.352
Brian DeCherney,Phones,22.6782
Dan Campbell,Art,0.558
Michelle Tran,Paper,10.56
Michelle Tran,Envelopes,1.1016
Max Jones,Paper,37.9176
Max Jones,Storage,6.291
Max Jones,Paper,29.364
Natalie DeCherney,Phones,54.5916
Carol Adams,Art,4.1769
Carol Adams,Binders,3.4368
Guy Armstrong,Appliances,2.8314
Guy Armstrong,Paper,9.3312
Guy Armstrong,Binders,39.52
Jennifer Braxton,Storage,31.2858
Christine Kargatis,Chairs,284.98
Rob Lucas,Paper,83.2097
Xylona Preis,Art,14.2632
Denise Monton,Furnishings,15.7584
Denise Monton,Binders,1264.7559
Vicky Freymann,Paper,13.2352
Susan Vittorini,Furnishings,6.8908
Susan Vittorini,Furnishings,6.9088
Eleni McCrary,Storage,10.4754
Raymond Buch,Labels,9.5081
Don Jones,Chairs,100.196
Christopher Conant,Chairs,22.5296
Shahid Collister,Accessories,4.068
Shahid Collister,Phones,98.2722
Shahid Collister,Bookcases,374.6286
Shahid Collister,Paper,140.5957
Rick Hansen,Paper,7.2576
Jay Kimmel,Storage,8.4888
Jay Kimmel,Appliances,22.6233
Jay Kimmel,Art,15.4752
Jay Kimmel,Supplies,9.2568
Lena Creighton,Furnishings,1.068
Beth Fritzler,Paper,23.235
Stuart Calhoun,Art,1.7466
Scott Williamson,Storage,24.3384
Michael Chen,Fasteners,2.9547
Tamara Dahlen,Chairs,76.0116
Dean percer,Envelopes,24.5998
Dean percer,Art,1.3514
Dean percer,Accessories,91.7892
Shirley Daniels,Binders,12.72
Shirley Daniels,Supplies,8.0997
Berenike Kampe,Furnishings,2.2272
Jeremy Farry,Binders,5.8914
Emily Phan,Art,1.7901
Emily Phan,Paper,6.2208
Emily Phan,Paper,15.552
Ken Heidel,Paper,10.7325
Harry Greene,Chairs,12.99
Harry Greene,Binders,8.6112
Julie Creighton,Paper,5.6644
Julie Creighton,Paper,11.88
Julie Creighton,Furnishings,29.0136
Julie Creighton,Phones,10.0464
Kunst Miller,Art,20.853
Erica Bern,Copiers,119.996
Paul Gonzalez,Copiers,59.998
Paul Gonzalez,Labels,6.048
Daniel Byrd,Paper,84.9436
Craig Reiter,Paper,8.381
Katharine Harms,Paper,12.1758
Christopher Schild,Storage,80.6312
Daniel Lacy,Paper,3.852
Daniel Lacy,Storage,14.148
Daniel Lacy,Labels,6.8724
Max Engle,Fasteners,0.2244
Valerie Dominguez,Appliances,24.196
Chloris Kastensmidt,Envelopes,19.458
Chloris Kastensmidt,Art,10.5
Chloris Kastensmidt,Binders,14.3376
Daniel Lacy,Phones,35.2872
Daniel Lacy,Binders,5.652
Daniel Lacy,Phones,71.2692
Sanjit Engle,Art,0.372
Luke Schmidt,Fasteners,2.37
Luke Schmidt,Furnishings,3.9512
Luke Schmidt,Furnishings,12.3284
Michael Moore,Storage,6.465
Rob Williams,Fasteners,3.04
Justin MacKendrick,Appliances,8.955
Justin MacKendrick,Furnishings,4.9497
Becky Pak,Furnishings,7.9128
Carol Triggs,Art,2.5056
Maria Etezadi,Furnishings,8.2992
Thomas Thornton,Binders,2.2302
Thomas Thornton,Binders,2.73
Thomas Thornton,Chairs,10.8588
Greg Tran,Phones,13.7193
Greg Tran,Phones,26.9985
Greg Tran,Envelopes,16.1505
Greg Tran,Binders,15.3426
Greg Tran,Paper,116.5976
Greg Tran,Paper,89.159
Greg Tran,Binders,19.4376
Justin Deggeller,Chairs,14.5584
Justin Deggeller,Chairs,427.4368
Justin Deggeller,Chairs,40.5867
Mick Crebagga,Storage,76.2525
Mick Crebagga,Furnishings,7.106
Lisa Hazard,Furnishings,16.4647
Mike Pelletier,Furnishings,11.025
Mike Pelletier,Binders,22.736
Mike Pelletier,Envelopes,20.539
Eugene Moren,Accessories,13.0
Eugene Moren,Paper,8.381
Eugene Moren,Chairs,9.9652
Eugene Moren,Phones,0.693
Eugene Moren,Phones,50.3988
Greg Guthrie,Phones,11.5971
Michelle Arnett,Chairs,31.941
Kean Takahito,Binders,7.2268
Kean Takahito,Fasteners,21.5824
Philisse Overcash,Paper,9.3564
Philisse Overcash,Labels,19.2472
Andy Yotov,Chairs,9.1764
Andy Yotov,Chairs,6.074
Andy Yotov,Binders,8.208
Andy Yotov,Furnishings,7.584
Corey-Lock,Storage,3.0016
Jill Fjeld,Appliances,43.7136
Jill Fjeld,Paper,10.8864
Jill Fjeld,Furnishings,6.3612
Andrew Roberts,Binders,5.184
Anna Gayman,Paper,5.3784
Hunter Lopez,Storage,5.8708
Natalie DeCherney,Chairs,87.3504
Giulietta Baptist,Paper,7.2576
Giulietta Baptist,Furnishings,4.3296
Clay Ludtke,Chairs,13.8528
Clay Ludtke,Binders,3.8016
Ryan Crowe,Storage,4.6746
Julia Barnett,Furnishings,6.24
Julia Barnett,Paper,9.2928
Julia Barnett,Storage,152.118
Matthew Clasen,Accessories,0.7794
Matthew Clasen,Binders,6.496
Matthew Clasen,Storage,8.983
Matthew Clasen,Binders,10.9368
Tim Taslimi,Appliances,16.5888
Max Jones,Binders,421.0824
Annie Thurman,Binders,18.684
Philip Brown,Storage,6.291
Natalie Webber,Envelopes,8.4024
Natalie Webber,Furnishings,0.6474
Natalie Webber,Accessories,28.7904
Natalie Webber,Appliances,3.8864
Victor Preis,Binders,8.93
Ross DeVincentis,Binders,10.43
Michael Grace,Appliances,62.244
Pete Armstrong,Binders,45.84
Craig Reiter,Appliances,253.372
Allen Armold,Binders,11.1384
James Galang,Furnishings,74.8098
Rick Reed,Appliances,27.4365
Sharelle Roach,Paper,7.2576
Sanjit Chand,Fasteners,0.2016
Sanjit Chand,Paper,41.823
Sanjit Chand,Furnishings,22.0077
Sanjit Chand,Binders,28.65
Amy Cox,Binders,17.6418
Amy Cox,Paper,8.073
Robert Barroso,Binders,2.6936
Arianne Irving,Chairs,80.784
Dan Reichenbach,Phones,25.198
Dario Medina,Bookcases,31.0912
Dario Medina,Art,7.5371
Adam Bellavance,Paper,7.2576
Brian Dahlen,Accessories,10.203
Brian Dahlen,Binders,16.6796
Brian Dahlen,Art,15.764
Brian Dahlen,Paper,15.552
Brian Dahlen,Furnishings,10.7892
Zuschuss Donatelli,Furnishings,3.344
Karen Ferguson,Paper,6.2208
Karen Ferguson,Envelopes,10.8682
Karen Ferguson,Chairs,256.784
Chuck Clark,Art,3.614
Chuck Clark,Paper,12.1348
Doug Bickford,Binders,13.4925
Tony Chapman,Accessories,129.6
Nick Zandusky,Furnishings,2.9372
Nick Zandusky,Appliances,66.0736
Nick Zandusky,Paper,18.2112
Sean Wendt,Phones,134.654
Sean Wendt,Binders,2.4288
Todd Sumrall,Copiers,874.9875
Hilary Holden,Envelopes,4.3008
Hilary Holden,Labels,15.12
Hilary Holden,Furnishings,10.3904
Denise Monton,Accessories,22.4955
Richard Eichhorn,Paper,9.744
Justin Deggeller,Phones,23.5116
Justin Deggeller,Accessories,7.3479
Benjamin Farhat,Storage,25.424
Benjamin Farhat,Phones,49.2576
Benjamin Farhat,Accessories,88.1295
Benjamin Farhat,Paper,21.7728
Benjamin Farhat,Paper,138.3552
Max Ludwig,Appliances,82.992
Yoseph Carroll,Storage,792.2691
